"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"803",0.932,0,0,0,0.068
"804",0.216,0,0,0.784,0
"805",0.924,0,0.018,0.026,0.032
"806",0.064,0.01,0.07,0,0.856
"807",0.908,0,0,0,0.092
"808",1,0,0,0,0
"809",0.08,0.014,0,0.346,0.56
"810",0,0,0,0,1
"811",0.912,0,0,0.088,0
"812",0.976,0,0,0.024,0
"813",0.966,0,0,0.034,0
"814",0.496,0,0,0.008,0.496
"815",0.876,0,0,0.124,0
"816",0.656,0,0.014,0.17,0.16
"817",1,0,0,0,0
"818",0.298,0,0,0.7,0.002
"819",0.966,0,0,0,0.034
"820",0.882,0,0,0.006,0.112
"821",0.048,0,0.002,0,0.95
"822",0.042,0.012,0.044,0,0.902
"823",0,0,0,0,1
"824",0.974,0,0,0.026,0
"825",0.976,0,0,0.024,0
"826",0.766,0,0,0.01,0.224
"827",0.032,0,0,0,0.968
"828",0.986,0,0,0.01,0.004
"829",0.892,0,0,0.108,0
"830",0.002,0.034,0.032,0,0.932
"831",0.996,0,0,0,0.004
"832",0.976,0,0,0.024,0
"833",0.11,0,0,0,0.89
"834",0.87,0,0,0,0.13
"835",0.19,0,0.034,0.776,0
"836",0.148,0,0,0.85,0.002
"837",0.514,0,0,0.486,0
"838",0.026,0,0.49,0.002,0.482
"839",0,0.006,0.064,0.008,0.922
"840",0.838,0,0,0.134,0.028
"841",0.99,0,0,0,0.01
"842",0.996,0,0,0,0.004
"843",0.704,0,0.018,0.108,0.17
"844",0.892,0,0,0.108,0
"845",0.996,0,0,0,0.004
"846",0.26,0,0,0.728,0.012
"847",0.996,0,0,0,0.004
"848",0,0,0,0,1
"849",0.962,0,0,0.038,0
"850",0.958,0,0,0.042,0
"851",0.974,0,0,0.016,0.01
"852",0.264,0,0.004,0.73,0.002
"853",0.036,0,0.008,0.032,0.924
"854",0.252,0,0,0.748,0
"855",1,0,0,0,0
"856",0,0,0.002,0,0.998
"857",1,0,0,0,0
"858",0.052,0,0,0.376,0.572
"859",0.996,0,0,0,0.004
"860",0.878,0,0,0.122,0
"861",0,0,0,0,1
"862",0.19,0,0,0.808,0.002
"863",0.998,0,0,0,0.002
"864",0.002,0,0,0,0.998
"865",0,0,0,0,1
"866",0.908,0,0,0.092,0
"867",0,0,0,0,1
"868",0.856,0,0,0.104,0.04
"869",0,0,0.012,0,0.988
"870",0.98,0,0,0.02,0
"871",0.966,0,0,0.034,0
"872",0.444,0,0,0.556,0
"873",0.894,0,0,0.106,0
"874",0.932,0,0,0,0.068
"875",0.22,0,0,0.78,0
"876",0.26,0,0,0.728,0.012
"877",0.996,0,0,0,0.004
"878",0.63,0,0,0.03,0.34
"879",0.214,0,0,0.782,0.004
"880",0.182,0,0,0.774,0.044
"881",0.996,0,0,0,0.004
"882",0.996,0,0,0,0.004
"883",0.216,0,0,0.784,0
"884",0.214,0,0,0.782,0.004
"885",0.996,0,0,0,0.004
"886",0.306,0,0,0.694,0
"887",0.79,0,0,0.048,0.162
"888",0.934,0,0,0,0.066
"889",0.996,0,0,0,0.004
"890",0,0,0,0,1
"891",0.064,0,0,0.626,0.31
"892",0.098,0,0.002,0.04,0.86
"893",0.996,0,0,0,0.004
"894",0.04,0,0.104,0.618,0.238
"895",0,0,0.026,0,0.974
"896",0.524,0,0,0,0.476
"897",0.994,0,0,0,0.006
"898",0.908,0,0,0.092,0
"899",0,0.004,0.018,0,0.978
"900",0,0.01,0,0,0.99
"901",0.996,0,0,0,0.004
"902",0.932,0,0,0.068,0
"903",0.004,0,0.002,0,0.994
"904",0.936,0,0,0,0.064
"905",0.996,0,0,0,0.004
"906",0.978,0,0,0.022,0
"907",0.966,0,0,0.034,0
"908",0,0,0,0,1
"909",0.956,0,0,0.044,0
"910",0.152,0,0,0.846,0.002
"911",0.086,0,0.002,0,0.912
"912",0,0,0,0,1
"913",0.308,0,0,0.692,0
"914",0.062,0,0.004,0,0.934
"915",0.052,0,0,0,0.948
"916",0.076,0,0.116,0.004,0.804
"917",0.762,0,0,0.236,0.002
"918",0.002,0.002,0.044,0.034,0.918
"919",0,0,0.01,0,0.99
"920",0.418,0,0,0.582,0
"921",1,0,0,0,0
"922",0.944,0,0,0.034,0.022
"923",0.878,0,0,0,0.122
"924",0.128,0,0,0,0.872
"925",0.996,0,0,0,0.004
"926",0.908,0,0,0,0.092
"927",0.992,0,0,0.006,0.002
"928",0.876,0,0,0.124,0
"929",0.444,0,0,0.556,0
"930",0.788,0,0,0,0.212
"931",0,0,0,0,1
"932",0.624,0,0,0.062,0.314
"933",0.994,0,0,0,0.006
"934",0.556,0,0.018,0.04,0.386
"935",0,0,0,0,1
"936",0.992,0,0,0.008,0
"937",0.97,0,0,0.03,0
"938",0,0,0,0,1
"939",0.154,0,0,0,0.846
"940",0.878,0,0,0,0.122
"941",0.49,0,0.004,0.496,0.01
"942",0.736,0,0,0.046,0.218
"943",0.492,0,0,0.508,0
"944",0,0,0,0,1
"945",0.282,0,0,0.718,0
"946",0.88,0,0,0.12,0
"947",0.148,0,0,0.85,0.002
"948",0.058,0,0.006,0.362,0.574
"949",0.062,0,0,0.792,0.146
"950",0.932,0,0,0,0.068
"951",0.16,0,0,0.84,0
"952",0.03,0,0.018,0,0.952
"953",0.996,0,0,0,0.004
"954",0.174,0,0,0.826,0
"955",0.444,0,0,0.556,0
"956",0.822,0,0,0.046,0.132
"957",0.972,0,0,0,0.028
"958",0,0.002,0,0,0.998
"959",0.994,0,0,0,0.006
"960",0.056,0,0,0,0.944
"961",0.98,0,0,0.02,0
"962",0.028,0.006,0.612,0.062,0.292
"963",0.012,0,0.038,0,0.95
"964",0.936,0,0,0.04,0.024
"965",0.984,0,0,0.016,0
"966",0.142,0,0,0.852,0.006
"967",0.998,0,0,0.002,0
"968",0.912,0,0,0,0.088
"969",1,0,0,0,0
"970",0.156,0,0,0.844,0
"971",0.142,0,0,0.826,0.032
"972",0.876,0,0,0.124,0
"973",0.042,0,0,0,0.958
"974",0.966,0,0,0,0.034
"975",0.954,0,0,0,0.046
"976",0.184,0,0,0.816,0
"977",0.996,0,0,0,0.004
"978",1,0,0,0,0
"979",0.946,0,0,0,0.054
"980",0.828,0,0,0.004,0.168
"981",0.362,0,0,0,0.638
"982",0.892,0,0,0.108,0
"983",1,0,0,0,0
"984",0.908,0,0,0.092,0
"985",0.186,0,0.092,0.096,0.626
"986",0.782,0,0,0.002,0.216
"987",0.996,0,0,0,0.004
"988",0.998,0,0,0,0.002
"989",0,0,0,0,1
"990",0.986,0,0,0,0.014
"991",0.958,0,0,0.042,0
"992",0.004,0,0,0,0.996
"993",0.282,0,0,0.718,0
"994",0.996,0,0,0,0.004
"995",0.064,0,0,0.626,0.31
"996",0.864,0,0,0,0.136
"997",0,0,0,0,1
"998",0.378,0,0,0.602,0.02
"999",0.928,0,0,0,0.072
"1000",0.634,0,0,0.08,0.286
"1001",0.052,0,0,0.482,0.466
"1002",0.958,0,0,0.042,0
"1003",0.976,0,0,0.024,0
"1004",0.308,0,0,0.692,0
"1005",0.996,0,0,0,0.004
"1006",0.996,0,0,0,0.004
"1007",0.208,0,0,0.782,0.01
"1008",0.998,0,0,0,0.002
"1009",0.244,0,0,0.756,0
"1010",0,0,0,0,1
"1011",0.956,0,0,0.044,0
"1012",0.254,0,0,0.746,0
"1013",0.932,0,0,0,0.068
"1014",1,0,0,0,0
"1015",0.086,0,0.002,0,0.912
"1016",0.174,0,0,0.826,0
"1017",0.02,0,0.032,0.896,0.052
"1018",0.16,0,0.002,0.832,0.006
"1019",0,0.004,0.138,0.004,0.854
"1020",0.996,0,0,0,0.004
"1021",0.966,0,0,0.034,0
"1022",0.996,0,0,0,0.004
"1023",0.978,0,0,0.022,0
"1024",0.63,0,0,0.03,0.34
"1025",0.252,0,0,0.748,0
"1026",0.976,0,0,0.024,0
"1027",0.072,0,0.002,0.078,0.848
"1028",0.26,0,0,0.728,0.012
"1029",0.092,0,0,0.002,0.906
"1030",0.074,0,0,0.014,0.912
"1031",0.17,0,0,0.828,0.002
"1032",0.976,0,0,0.024,0
"1033",0.068,0.022,0.636,0.006,0.268
"1034",0.238,0,0,0.762,0
"1035",0.942,0,0,0.056,0.002
"1036",0.426,0,0,0.574,0
"1037",0.902,0,0,0.086,0.012
"1038",0.996,0,0,0,0.004
"1039",0.278,0,0,0.002,0.72
"1040",0.866,0,0,0,0.134
"1041",0.686,0,0,0.038,0.276
"1042",0.01,0,0,0,0.99
"1043",0.062,0,0,0.006,0.932
"1044",0.018,0,0.016,0.658,0.308
"1045",0.84,0,0,0.008,0.152
"1046",0.036,0,0.546,0.04,0.378
"1047",0.552,0,0,0.004,0.444
"1048",0.144,0,0,0.848,0.008
"1049",0.996,0,0,0,0.004
"1050",0.24,0,0,0.76,0
"1051",0.956,0,0,0.044,0
"1052",0.066,0,0.002,0.592,0.34
"1053",0.936,0,0,0,0.064
"1054",0.212,0,0,0.788,0
"1055",0.064,0.002,0.14,0.048,0.746
"1056",0.976,0,0,0.024,0
"1057",0.996,0,0,0,0.004
"1058",0.062,0,0,0.792,0.146
"1059",0.124,0,0.008,0.004,0.864
"1060",0.05,0,0,0,0.95
"1061",0,0,0,0,1
"1062",0.252,0,0,0.748,0
"1063",0.17,0,0,0.828,0.002
"1064",0.002,0.046,0,0.006,0.946
"1065",0.934,0,0,0,0.066
"1066",0.996,0,0,0,0.004
"1067",0.02,0.002,0.018,0.832,0.128
"1068",1,0,0,0,0
"1069",0,0,0,0,1
"1070",0.902,0,0,0.086,0.012
"1071",0.99,0,0,0,0.01
"1072",0.052,0,0,0,0.948
"1073",0.228,0,0,0.772,0
"1074",0.132,0,0,0.866,0.002
"1075",0.88,0,0,0.12,0
"1076",0.95,0,0,0.002,0.048
"1077",0.34,0,0,0.66,0
"1078",0.054,0,0,0.78,0.166
"1079",0.944,0,0,0,0.056
"1080",0.256,0,0,0.744,0
"1081",0.202,0,0,0,0.798
"1082",0.05,0,0,0,0.95
"1083",0.996,0,0,0,0.004
"1084",0.002,0,0,0,0.998
"1085",0.164,0,0.002,0.768,0.066
"1086",0.894,0,0,0.106,0
"1087",0.24,0,0,0.76,0
"1088",0.016,0,0,0,0.984
"1089",0.054,0,0,0.78,0.166
"1090",0,0,0,0,1
"1091",0.212,0,0,0.788,0
"1092",0.966,0,0,0.034,0
"1093",0.186,0.014,0,0,0.8
"1094",0.062,0,0,0.148,0.79
"1095",0.084,0,0,0.006,0.91
"1096",0.252,0,0.002,0.702,0.044
"1097",0,0,0,0,1
"1098",0.204,0,0.042,0.754,0
"1099",0.076,0,0.01,0.804,0.11
"1100",0.226,0,0,0.726,0.048
"1101",0,0.002,0.034,0.002,0.962
"1102",0.962,0,0,0.038,0
"1103",0,0,0,0,1
"1104",0.976,0,0,0.024,0
"1105",0,0,0,0,1
"1106",0.956,0,0,0.044,0
"1107",0.736,0,0,0.16,0.104
"1108",0.958,0,0,0.042,0
"1109",0.918,0,0,0.004,0.078
"1110",0,0,0,0,1
"1111",1,0,0,0,0
"1112",0.152,0,0,0.024,0.824
"1113",0.998,0,0,0,0.002
"1114",0.894,0,0,0.106,0
"1115",0.016,0,0.344,0.064,0.576
"1116",0.176,0,0,0.824,0
"1117",0.092,0,0,0.002,0.906
"1118",0.976,0,0,0.024,0
"1119",0.956,0,0,0.044,0
"1120",0.464,0,0,0.536,0
"1121",0.042,0.012,0.044,0,0.902
"1122",0.808,0,0,0.002,0.19
"1123",0,0,0,0,1
"1124",0.996,0,0,0,0.004
"1125",0.866,0,0,0,0.134
"1126",0.936,0,0,0.004,0.06
"1127",0.074,0,0,0.006,0.92
"1128",0.89,0,0,0.074,0.036
"1129",0.936,0,0,0.04,0.024
"1130",0.144,0,0,0.848,0.008
"1131",0.956,0,0,0.044,0
"1132",0.128,0,0,0,0.872
"1133",0.962,0,0,0,0.038
"1134",0.07,0,0.116,0.07,0.744
"1135",0,0,0,0,1
"1136",0,0,0,0,1
"1137",0.102,0,0.022,0.002,0.874
"1138",0.986,0,0,0,0.014
"1139",0.966,0,0,0.034,0
"1140",0.824,0,0.006,0,0.17
"1141",0.666,0,0,0.022,0.312
"1142",1,0,0,0,0
"1143",0.976,0,0,0.024,0
"1144",0.066,0,0,0.59,0.344
"1145",0.004,0.006,0.538,0.002,0.45
"1146",0.998,0,0,0.002,0
"1147",0.144,0,0,0.848,0.008
"1148",0.964,0,0,0,0.036
"1149",0.876,0,0,0.124,0
"1150",0.258,0,0,0.742,0
"1151",0.912,0,0,0,0.088
"1152",0.98,0,0,0.02,0
"1153",0.914,0,0,0,0.086
"1154",0.154,0,0,0,0.846
"1155",0.208,0,0,0.792,0
"1156",0.788,0,0,0,0.212
"1157",0.19,0,0.042,0.766,0.002
"1158",0.166,0,0,0.834,0
"1159",0.24,0,0,0.76,0
"1160",0.234,0,0.004,0.016,0.746
"1161",0.906,0,0,0,0.094
"1162",0.98,0,0,0,0.02
"1163",0.024,0.002,0.138,0.636,0.2
"1164",0.464,0,0,0.536,0
"1165",0.794,0,0.07,0.096,0.04
"1166",0.882,0,0,0.006,0.112
"1167",0.07,0,0.192,0.08,0.658
"1168",0.252,0,0,0.748,0
"1169",0.022,0,0.02,0.76,0.198
"1170",0,0,0,0,1
"1171",0.968,0,0,0.032,0
"1172",0.328,0.018,0,0.004,0.65
"1173",0.994,0,0,0,0.006
"1174",0,0,0,0,1
"1175",0.976,0,0,0.024,0
"1176",0.936,0,0,0,0.064
"1177",0.902,0,0,0,0.098
"1178",0.97,0,0,0.03,0
"1179",0.866,0,0,0,0.134
"1180",0.004,0.004,0.098,0.002,0.892
"1181",0.008,0,0.008,0,0.984
"1182",0.89,0,0,0.098,0.012
"1183",0.996,0,0,0,0.004
"1184",0.996,0,0,0,0.004
"1185",0.938,0,0,0,0.062
"1186",0.002,0.006,0,0,0.992
"1187",0.92,0,0,0.052,0.028
"1188",0.018,0,0.008,0.71,0.264
"1189",0.19,0,0,0.766,0.044
"1190",0,0,0,0,1
"1191",1,0,0,0,0
"1192",0,0,0,0,1
"1193",0.068,0,0.018,0.624,0.29
"1194",0.264,0,0.004,0.73,0.002
"1195",0.022,0,0.022,0.484,0.472
"1196",0.308,0,0,0.688,0.004
"1197",0.184,0,0,0.814,0.002
"1198",0.228,0,0,0.772,0
"1199",0.774,0,0,0.048,0.178
"1200",0.708,0,0,0.006,0.286
"1201",0,0.008,0.036,0,0.956
"1202",0.948,0,0,0,0.052
"1203",0.958,0,0,0,0.042
"1204",0,0,0,0,1
"1205",0,0,0.028,0,0.972
"1206",0.998,0,0,0.002,0
"1207",0.056,0,0.308,0.002,0.634
"1208",0.998,0,0,0,0.002
"1209",0.072,0,0.004,0.064,0.86
"1210",0.208,0,0,0.792,0
"1211",0.63,0,0,0.03,0.34
"1212",0.996,0,0,0,0.004
"1213",0.996,0,0,0,0.004
"1214",0.002,0,0,0,0.998
"1215",0.934,0,0,0,0.066
"1216",0.184,0,0,0.814,0.002
"1217",0.762,0,0,0.236,0.002
"1218",0.058,0,0,0,0.942
"1219",0.908,0,0,0.092,0
"1220",0,0,0,0,1
"1221",0.228,0,0,0.772,0
"1222",0.996,0,0,0,0.004
"1223",0.976,0,0,0.024,0
"1224",0.032,0,0.148,0.046,0.774
"1225",0.036,0,0,0.022,0.942
"1226",0.658,0,0,0.006,0.336
"1227",0.242,0,0,0.758,0
"1228",0.086,0,0.002,0.096,0.816
"1229",0.784,0,0,0.036,0.18
"1230",0.996,0,0,0,0.004
"1231",1,0,0,0,0
"1232",0.996,0,0,0,0.004
"1233",0.476,0,0,0.016,0.508
"1234",0,0,0,0,1
"1235",0.186,0,0.008,0.806,0
"1236",0.962,0,0,0.038,0
"1237",0.976,0,0,0.024,0
"1238",0.76,0,0,0,0.24
"1239",0,0,0,0,1
"1240",0.212,0,0,0.788,0
"1241",0.894,0,0.002,0.074,0.03
"1242",0.014,0,0,0,0.986
"1243",0.032,0.004,0.002,0.022,0.94
"1244",0.052,0,0,0.124,0.824
"1245",0.006,0.018,0.63,0.022,0.324
"1246",0.022,0,0.322,0.02,0.636
"1247",0.974,0,0,0.026,0
"1248",0.716,0,0,0,0.284
"1249",0.932,0,0,0,0.068
"1250",0.028,0.004,0.002,0,0.966
"1251",0.244,0,0,0.756,0
"1252",0.996,0,0,0,0.004
"1253",0.986,0,0,0.01,0.004
"1254",0,0,0,0,1
"1255",0.994,0,0,0.002,0.004
"1256",0.418,0,0,0.582,0
"1257",0.958,0,0,0.042,0
"1258",0,0,0,0,1
"1259",0.174,0,0,0.826,0
"1260",0.902,0,0,0,0.098
"1261",0.174,0,0,0.826,0
"1262",0.768,0,0,0.048,0.184
"1263",0.88,0,0,0.12,0
"1264",0.17,0.004,0.002,0.008,0.816
"1265",0.978,0,0,0.022,0
"1266",0.078,0,0.016,0.06,0.846
"1267",0.976,0,0,0.024,0
"1268",0.968,0,0,0.032,0
"1269",0.952,0,0,0,0.048
"1270",0.892,0,0,0.108,0
"1271",0.978,0,0,0.022,0
"1272",0.89,0,0,0,0.11
"1273",0.152,0,0,0.846,0.002
"1274",0.894,0,0,0.106,0
"1275",0.69,0,0,0.072,0.238
"1276",0.732,0,0,0,0.268
"1277",0.154,0,0,0,0.846
"1278",0.082,0.002,0,0.044,0.872
"1279",0.026,0,0.122,0,0.852
"1280",0.622,0,0,0.014,0.364
"1281",0.036,0,0.546,0.04,0.378
"1282",0.956,0,0,0.04,0.004
"1283",0.06,0,0.002,0.216,0.722
"1284",0.982,0,0,0.014,0.004
"1285",0.164,0,0,0.832,0.004
"1286",0,0,0,0,1
"1287",0.966,0,0,0.034,0
"1288",0.064,0,0.002,0.032,0.902
"1289",0.184,0,0,0.816,0
"1290",0,0,0,0,1
"1291",0.21,0,0,0.786,0.004
"1292",0.938,0,0,0,0.062
"1293",0.996,0,0,0,0.004
"1294",0.054,0,0,0.336,0.61
"1295",0.88,0,0,0.12,0
"1296",0.976,0,0,0.024,0
"1297",0,0,0,0,1
"1298",0.856,0,0,0.104,0.04
"1299",0.02,0,0.02,0.378,0.582
"1300",0.024,0.002,0.01,0,0.964
"1301",0.084,0,0,0,0.916
"1302",0.84,0,0,0.15,0.01
"1303",0.492,0,0,0.508,0
"1304",0.11,0,0,0,0.89
"1305",0.97,0,0,0.03,0
"1306",0.984,0,0,0.002,0.014
"1307",0.766,0,0,0.01,0.224
"1308",1,0,0,0,0
"1309",0.24,0,0,0.76,0
"1310",0.892,0,0,0,0.108
"1311",0.988,0,0,0.002,0.01
"1312",0.252,0,0,0.748,0
"1313",0.03,0,0,0,0.97
"1314",0.058,0.006,0.054,0.036,0.846
"1315",0.976,0,0,0.024,0
"1316",0.944,0,0,0,0.056
"1317",0.002,0,0,0.104,0.894
"1318",0.978,0,0,0.022,0
"1319",0.994,0,0,0,0.006
"1320",0.238,0,0,0.762,0
"1321",0.81,0,0,0.012,0.178
"1322",0.952,0,0,0.004,0.044
"1323",0.188,0,0,0.812,0
"1324",0.996,0,0,0,0.004
"1325",0.058,0,0,0.676,0.266
"1326",0.874,0,0.002,0.008,0.116
"1327",0.034,0,0.09,0,0.876
"1328",0.942,0.002,0,0,0.056
"1329",0.996,0,0,0,0.004
"1330",0.996,0,0,0,0.004
"1331",0,0,0,0,1
"1332",0.97,0,0,0.03,0
"1333",1,0,0,0,0
"1334",1,0,0,0,0
"1335",0.892,0,0,0,0.108
"1336",0.976,0,0,0.024,0
"1337",0.04,0,0.008,0.824,0.128
"1338",0.9,0,0,0.098,0.002
"1339",0.932,0,0,0.068,0
"1340",0.066,0,0.002,0.026,0.906
"1341",0.012,0,0.536,0.05,0.402
"1342",0.876,0,0,0.124,0
"1343",0.052,0,0,0,0.948
"1344",0.082,0.004,0,0.116,0.798
"1345",0.19,0,0,0.808,0.002
"1346",0.964,0,0,0.036,0
"1347",0.976,0,0,0.024,0
"1348",0.958,0,0,0.042,0
"1349",0.996,0,0,0,0.004
"1350",0.996,0,0,0,0.004
"1351",0.916,0,0.004,0.026,0.054
"1352",0.016,0,0,0,0.984
"1353",0.24,0,0,0.76,0
"1354",0.794,0,0.07,0.096,0.04
"1355",0.876,0,0,0.124,0
"1356",0.062,0,0.004,0,0.934
"1357",0.174,0,0,0.826,0
"1358",0.152,0,0,0.846,0.002
"1359",0.958,0,0,0.042,0
"1360",0.004,0,0,0,0.996
"1361",0.062,0,0,0.792,0.146
"1362",0.9,0,0,0,0.1
"1363",0.024,0,0.034,0.46,0.482
"1364",0.932,0,0,0.068,0
"1365",0.96,0,0,0,0.04
"1366",0.288,0,0.004,0.66,0.048
"1367",0.056,0,0,0.594,0.35
"1368",1,0,0,0,0
"1369",0.648,0,0,0,0.352
"1370",0.29,0,0,0,0.71
"1371",0,0,0,0,1
"1372",0.106,0,0,0,0.894
"1373",0,0,0,0,1
"1374",0.014,0,0.002,0,0.984
"1375",0.962,0,0,0,0.038
"1376",0.028,0.006,0.474,0.03,0.462
"1377",0,0,0.026,0,0.974
"1378",0.994,0,0,0,0.006
"1379",0.004,0,0,0,0.996
"1380",0.978,0,0,0.022,0
"1381",0.696,0,0,0.064,0.24
"1382",0.306,0,0,0.694,0
"1383",0.15,0,0.002,0.844,0.004
"1384",0.952,0,0,0,0.048
"1385",0.996,0,0,0,0.004
"1386",0.994,0,0,0,0.006
"1387",0.184,0,0,0.816,0
"1388",0.962,0,0,0.038,0
"1389",0.36,0,0,0.638,0.002
"1390",0,0,0,0,1
"1391",0.186,0,0,0.808,0.006
"1392",0.836,0,0.006,0.068,0.09
"1393",0.164,0,0.096,0.072,0.668
"1394",0.864,0,0,0,0.136
"1395",0.216,0,0,0.784,0
"1396",0.974,0,0,0.026,0
"1397",0.916,0,0,0,0.084
"1398",0,0,0.004,0,0.996
"1399",0.98,0,0,0.02,0
"1400",0.876,0,0,0.124,0
"1401",0.21,0,0,0.79,0
"1402",0,0,0,0,1
"1403",0.174,0,0.006,0.812,0.008
"1404",0.996,0,0,0,0.004
"1405",0.996,0,0,0,0.004
"1406",0,0,0,0,1
"1407",0.896,0.002,0,0,0.102
"1408",0.93,0,0,0.05,0.02
"1409",0,0,0.002,0,0.998
"1410",0.174,0,0.002,0.822,0.002
"1411",0.184,0,0.006,0.81,0
"1412",0.418,0,0,0.582,0
"1413",1,0,0,0,0
"1414",0.978,0,0,0.022,0
"1415",0.91,0.002,0,0.002,0.086
"1416",0.052,0,0,0.124,0.824
"1417",0.97,0,0,0.03,0
"1418",0.336,0,0,0.662,0.002
"1419",0.998,0,0,0.002,0
"1420",0.014,0,0,0,0.986
"1421",0.184,0,0,0.816,0
"1422",0.892,0,0,0.108,0
"1423",0,0,0.002,0,0.998
"1424",0.974,0,0,0.026,0
"1425",0.788,0,0,0.002,0.21
"1426",0.63,0,0,0.03,0.34
"1427",0.962,0,0,0.038,0
"1428",0.004,0,0,0.004,0.992
"1429",0.978,0,0,0.022,0
"1430",0.054,0,0,0.78,0.166
"1431",0,0,0,0,1
"1432",0.75,0,0,0.072,0.178
"1433",0.876,0,0,0,0.124
"1434",0.768,0,0,0.048,0.184
"1435",0.12,0,0,0,0.88
"1436",0.282,0,0,0.718,0
"1437",0.958,0,0,0.042,0
"1438",0,0,0,0,1
"1439",0.992,0,0,0,0.008
"1440",1,0,0,0,0
"1441",0,0,0,0,1
"1442",0.894,0,0,0.106,0
"1443",0.014,0,0,0,0.986
"1444",0,0,0.018,0,0.982
"1445",0.996,0,0,0,0.004
"1446",0.974,0,0,0.026,0
"1447",0.43,0,0,0.57,0
"1448",0.012,0,0.038,0,0.95
"1449",0.994,0,0,0,0.006
"1450",0.996,0,0,0,0.004
"1451",1,0,0,0,0
"1452",0,0,0,0,1
"1453",0.002,0,0,0.012,0.986
"1454",0.864,0,0,0.008,0.128
"1455",0.162,0,0,0.838,0
"1456",0.014,0,0,0,0.986
"1457",0.79,0,0,0.048,0.162
"1458",0.97,0,0,0.03,0
"1459",0.164,0,0,0.836,0
"1460",1,0,0,0,0
"1461",0.038,0,0,0,0.962
"1462",0.174,0,0,0.826,0
"1463",0.174,0,0.032,0.776,0.018
"1464",0,0.026,0,0,0.974
"1465",0.17,0,0,0.828,0.002
"1466",0.156,0,0,0.844,0
"1467",0.958,0,0,0.042,0
"1468",0.996,0,0,0,0.004
"1469",1,0,0,0,0
"1470",0.994,0,0,0.002,0.004
"1471",0.892,0,0,0.108,0
"1472",0.902,0,0,0.086,0.012
"1473",0.042,0,0.024,0.06,0.874
"1474",0.052,0,0,0.616,0.332
"1475",0.016,0,0,0,0.984
"1476",0.306,0,0,0.694,0
"1477",0.892,0,0,0,0.108
"1478",0.908,0,0,0.002,0.09
"1479",0.936,0,0,0.062,0.002
"1480",0.03,0,0,0,0.97
"1481",0,0,0.002,0,0.998
"1482",0.978,0,0,0.022,0
"1483",0.798,0,0,0.07,0.132
"1484",0.492,0,0,0.508,0
"1485",0,0,0,0,1
"1486",0.208,0,0,0.792,0
"1487",0.212,0,0,0.788,0
"1488",0.944,0,0,0.032,0.024
"1489",0.978,0,0,0.022,0
"1490",0,0,0,0,1
"1491",0.91,0,0,0,0.09
"1492",0.766,0,0,0.07,0.164
"1493",0.056,0,0,0,0.944
"1494",0.928,0,0,0,0.072
"1495",0.02,0,0.36,0,0.62
"1496",0.038,0,0.044,0.014,0.904
"1497",0.996,0,0,0,0.004
"1498",0.084,0,0,0,0.916
"1499",0.07,0,0,0.034,0.896
"1500",0.962,0,0,0.036,0.002
"1501",0.668,0,0,0,0.332
"1502",0.11,0,0,0,0.89
"1503",0.228,0,0,0.772,0
"1504",0.932,0,0,0.068,0
"1505",0.876,0,0,0.124,0
"1506",0.066,0,0,0.12,0.814
"1507",0.074,0,0.014,0.168,0.744
"1508",0.906,0,0,0,0.094
"1509",0.066,0,0,0.202,0.732
"1510",0.216,0,0.004,0.73,0.05
"1511",0,0,0,0,1
"1512",0.908,0,0,0.092,0
"1513",0.996,0,0,0,0.004
"1514",0,0,0,0,1
"1515",0.216,0,0,0.784,0
"1516",0.01,0,0,0,0.99
"1517",1,0,0,0,0
"1518",0.12,0,0,0,0.88
"1519",0.876,0,0,0.124,0
"1520",0.158,0,0,0.842,0
"1521",0.04,0,0.03,0.048,0.882
"1522",0.976,0,0,0.024,0
"1523",0,0,0,0,1
"1524",0.978,0,0,0.022,0
"1525",0.926,0,0,0,0.074
"1526",0,0,0,0,1
"1527",0.024,0,0.004,0.406,0.566
"1528",0.89,0,0,0.098,0.012
"1529",0.878,0,0,0,0.122
"1530",0.212,0,0,0.788,0
"1531",0,0,0,0,1
"1532",0.904,0,0,0,0.096
"1533",0.024,0,0.008,0.672,0.296
"1534",0.05,0.002,0.006,0.008,0.934
"1535",0.23,0.002,0.038,0.016,0.714
"1536",0.97,0,0,0.03,0
"1537",0.732,0,0,0,0.268
"1538",0.958,0,0,0.042,0
"1539",0.788,0,0,0,0.212
"1540",0.16,0,0,0.84,0
"1541",0.998,0,0,0,0.002
"1542",0.906,0,0,0,0.094
"1543",0.002,0.002,0.004,0.164,0.828
"1544",0.976,0,0,0.024,0
"1545",0.996,0,0,0,0.004
"1546",0.972,0,0,0,0.028
"1547",0.076,0,0,0.808,0.116
"1548",0.956,0,0,0.044,0
"1549",0.788,0,0.056,0.098,0.058
"1550",0.258,0,0,0.742,0
"1551",0,0,0.002,0,0.998
"1552",0.194,0,0,0.756,0.05
"1553",1,0,0,0,0
"1554",0.976,0,0,0.024,0
"1555",0.974,0,0,0.026,0
"1556",0.022,0,0.002,0,0.976
"1557",0.97,0,0,0.03,0
"1558",0.216,0,0,0.784,0
"1559",0.996,0,0,0,0.004
"1560",0.952,0,0,0.036,0.012
"1561",0.932,0,0,0.068,0
"1562",0.238,0,0,0.762,0
"1563",0.79,0,0,0.048,0.162
